MODULE 3 — BIỆT ĐỘI NHÂN VẬT AI,,,,,,,,
"Cậu có một nhân vật riêng, nhất quán, dùng lại được suốt phần còn lại của khoá. Sản phẩm: thẻ nhân vật hai mặt in ra. Câu chốt: nhân vật hay không phải vì đẹp, mà vì có tính cách.",,,,,,,,
,,,,,,,,
PHẦN 1 — TỔNG THỂ,,,,,,,,
Bài,Tên bài,Mục tiêu của bài,Kỹ năng trẻ học được,,Điểm chặn,Trong Xưởng thực hành,Học liệu tạo ra,Trẻ hoàn thành
,5. THỬ THÁCH + CHỐT + OUTRO,4:00–5:30,"Bây giờ đến lượt các cậu. Hãy tạo một nhân vật bất kỳ: người, con vật, đồ vật, thậm chí một cái thang máy cũng được.
Điền đủ sáu ô: Tên – Thích – Sợ – Giỏi – Dở – Ước mơ.
Sau đó đọc hồ sơ ấy cho bố hoặc mẹ nghe và hỏi: “Theo mẹ, bạn này trông như thế nào?”
Các cậu sẽ thấy một điều rất hay: dù chưa vẽ gì, người nghe vẫn có thể tưởng tượng ra nhân vật trong đầu.
Vì nhân vật hay không phải vì đẹp, mà vì có tính cách.
Hãy giữ thật kỹ tờ hồ sơ này nhé. Buổi sau, chúng mình sẽ dùng nó để bước sang bài Mật mã nhận diện và bắt đầu biến nhân vật trong đầu thành một nhân vật thật sự. Tớ chờ các cậu nha, bái bai","[excited] Bây giờ đến lượt các cậu. [encouraging] Hãy tạo một nhân vật bất kỳ: người, con vật, đồ vật, thậm chí một cái thang máy cũng được.
[deliberate] Điền đủ sáu ô: Tên – Thích – Sợ – Giỏi – Dở – Ước mơ.
[cheerful] Sau đó đọc hồ sơ ấy cho bố hoặc mẹ nghe và hỏi: “Theo mẹ, bạn này trông như thế nào?”
[amazed] Các cậu sẽ thấy một điều rất hay: dù chưa vẽ gì, người nghe vẫn có thể tưởng tượng ra nhân vật trong đầu.
[emphasized] Vì nhân vật hay không phải vì đẹp, mà vì có tính cách.
[gentle] Hãy giữ thật kỹ tờ hồ sơ này nhé. [excited] Buổi sau, chúng mình sẽ dùng nó để bước sang bài Mật mã nhận diện và bắt đầu biến nhân vật trong đầu thành một nhân vật thật sự. [warm] Tớ chờ các cậu nha, bái bai","Mèo AKI chia sẻ  diễn hoạt bảng trắng + 1 mình, Popup Text",,,
,,,,,,,,
Bài 3.2 — MẬT MÃ NHẬN DIỆN,,,,,,,,
1.2,1. INTRO,0:00–0:15,"Xưởng sáng tạo Ây Ai Kít mở cửa rồi! Xin chào các cậu, lại là tớ - AKI, chú mèo máy thông minh nhì quả đất này đây. Hôm nay mình đến với bài 3.2: Mật mã nhận diện. Cuối buổi, các cậu hãy viết ra một Bản luật vẽ nhân vật nhé, sau đó tớ sẽ ghi nhớ và lần sau tớ sẽ làm thật đúng ý của các cậu","[excited] Xưởng sáng tạo Ây Ai Kít mở cửa rồi! [giggles] Xin chào các cậu, lại là tớ - AKI, chú mèo máy thông minh nhì quả đất này đây. [cheerful] Hôm nay mình đến với bài 3.2: Mật mã nhận diện. [encouraging] Cuối buổi, các cậu hãy viết ra một Bản luật vẽ nhân vật nhé, sau đó tớ sẽ ghi nhớ và lần sau tớ sẽ làm thật đúng ý của các cậu","Intro Mèo AIKI mở cửa, và  bắt đầu chia sẻ, có POP UP Text",,,
,2. TÌNH HUỐNG,0:15–0:50,"Hôm qua Sumi đưa cho tớ 1 Hồ sơ nhân vật và bảo: “AKI, vẽ bạn ấy đi!” Bức đầu tiên đẹp lắm. MIMI thích quá nên bảo vẽ thêm. Nhưng bức thứ hai... ơ, sao tóc đổi màu rồi. Bức thứ ba... cái mũ cũng khác luôn. Vẽ tiếp vài bức nữa thì ôi thôi, nhìn như cả một nhóm bạn khác nhau. MIMI kêu: “AKI! Nhân vật của tớ đâu?” Tớ phải thú thật: mỗi lần tạo hình, nếu các cậu không nhắc rõ những đặc điểm quan trọng, tớ có thể vẽ nhân vật khác đi. Vậy làm sao để dù bạn ấy đang chạy, ngồi hay nhảy, mình vẫn nhận ra đúng một người?","[calm] Hôm qua Sumi đưa cho tớ 1 Hồ sơ nhân vật và bảo: “AKI, vẽ bạn ấy đi!” [proud] Bức đầu tiên đẹp lắm. [cheerful] MIMI thích quá nên bảo vẽ thêm. [confused] Nhưng bức thứ hai... ơ, sao tóc đổi màu rồi. [surprised] Bức thứ ba... cái mũ cũng khác luôn. [disappointed] Vẽ tiếp vài bức nữa thì ôi thôi, nhìn như cả một nhóm bạn khác nhau. [worried] MIMI kêu: “AKI! Nhân vật của tớ đâu?” [sighs] Tớ phải thú thật: mỗi lần tạo hình, nếu các cậu không nhắc rõ những đặc điểm quan trọng, tớ có thể vẽ nhân vật khác đi. [curious] Vậy làm sao để dù bạn ấy đang chạy, ngồi hay nhảy, mình vẫn nhận ra đúng một người?", Tình huống,,,
,3. XEM MẪU + DẠY 1 KỸ NĂNG,0:50–2:00,"Sumi sau đó liền chọn một bức làm ẢNH MẪU. Nhưng không phải cứ chọn bức ngầu nhất đâu nhé. Ảnh mẫu tốt nhất là bức mà tớ nhìn nhân vật thật dễ: nền đơn giản, tốt nhất là nền trắng hoặc màu trơn; chỉ có một nhân vật; nhân vật đứng trực diện hoặc hơi nghiêng nhẹ; nhìn rõ mặt, tóc, quần áo và toàn thân; không bị đồ vật che mất; màu sắc sáng rõ, không quá tối hay quá nhiều hiệu ứng. Nếu đôi giày, cái mũ hay chiếc đuôi là đặc điểm quan trọng thì nhớ để chúng xuất hiện đầy đủ trong ảnh. Nói đơn giản: ảnh mẫu càng rõ, tớ càng ít phải đoán.
Sau đó, Sumi còn nhắc tớ đúng ba thứ của nhân vật Bí: mũ len đỏ có quả bông trắng, áo khoác xanh dương có hai túi lớn, và đôi ủng cao su màu vàng. Tớ vẽ Bí chạy, ngồi, nhảy hay cười thì nhìn vào vẫn nhận ra đúng một bạn. Ba thứ ấy chính là MẬT MÃ NHẬN DIỆN.
Vậy hôm nay mình cần hai thứ. Ảnh mẫu để tớ biết: “À, đúng bạn này.” Còn ba đặc điểm nhận diện để tớ biết: “Ba thứ này không được đổi.” Ba đặc điểm nên dễ nhìn thấy, dễ tả bằng lời và đủ đặc biệt để nhận ra nhân vật. Đừng chọn những câu chung chung như “mắt đẹp”, “tóc dài”, “trông ngầu”. “Mũ đỏ” cũng chưa rõ lắm. Nhưng “mũ len đỏ có quả bông trắng” thì tớ biết chính xác phải giữ lại điều gì.","[calm] Sumi sau đó liền chọn một bức làm ẢNH MẪU. [playful] Nhưng không phải cứ chọn bức ngầu nhất đâu nhé. [deliberate] Ảnh mẫu tốt nhất là bức mà tớ nhìn nhân vật thật dễ: nền đơn giản, tốt nhất là nền trắng hoặc màu trơn; chỉ có một nhân vật; nhân vật đứng trực diện hoặc hơi nghiêng nhẹ; nhìn rõ mặt, tóc, quần áo và toàn thân; không bị đồ vật che mất; màu sắc sáng rõ, không quá tối hay quá nhiều hiệu ứng. [serious] Nếu đôi giày, cái mũ hay chiếc đuôi là đặc điểm quan trọng thì nhớ để chúng xuất hiện đầy đủ trong ảnh. [emphasized] Nói đơn giản: ảnh mẫu càng rõ, tớ càng ít phải đoán.
[thoughtful] Sau đó, Sumi còn nhắc tớ đúng ba thứ của nhân vật Bí: mũ len đỏ có quả bông trắng, áo khoác xanh dương có hai túi lớn, và đôi ủng cao su màu vàng. [proud] Tớ vẽ Bí chạy, ngồi, nhảy hay cười thì nhìn vào vẫn nhận ra đúng một bạn. [emphasized] Ba thứ ấy chính là MẬT MÃ NHẬN DIỆN.
[deliberate] Vậy hôm nay mình cần hai thứ. Ảnh mẫu để tớ biết: “À, đúng bạn này.” [serious] Còn ba đặc điểm nhận diện để tớ biết: “Ba thứ này không được đổi.” [calm] Ba đặc điểm nên dễ nhìn thấy, dễ tả bằng lời và đủ đặc biệt để nhận ra nhân vật. [encouraging] Đừng chọn những câu chung chung như “mắt đẹp”, “tóc dài”, “trông ngầu”. “Mũ đỏ” cũng chưa rõ lắm. [emphasized] Nhưng “mũ len đỏ có quả bông trắng” thì tớ biết chính xác phải giữ lại điều gì.","Mèo AKI chia sẻ, diễn hoạt bảng trắng",,,
,4. LÀM CÙNG,2:00–4:00,"Giờ tớ làm thử cho Bí nhé. Đầu tiên, tớ chọn một bức Bí đứng thẳng, nhìn rõ toàn thân, nền trắng, không có đồ vật che trước mặt làm ảnh mẫu. Sau đó tớ ghi ba dòng vào Bản luật vẽ nhân vật: một, mũ len đỏ có quả bông trắng. Hai, áo khoác xanh dương có hai túi lớn phía trước. Ba, ủng cao su màu vàng cao đến bắp chân. Từ giờ, mỗi lần tạo Bí, tớ sẽ nhìn ảnh mẫu rồi kiểm tra ba dòng này. Mất mũ? Chưa đúng. Áo đổi màu? Chưa đúng. Ủng biến thành giày thể thao? Cũng chưa đúng. Dù hình có đẹp đến đâu, đẹp mà sai nhân vật thì vẫn phải sửa.","[cheerful] Giờ tớ làm thử cho Bí nhé. [deliberate] Đầu tiên, tớ chọn một bức Bí đứng thẳng, nhìn rõ toàn thân, nền trắng, không có đồ vật che trước mặt làm ảnh mẫu. [thoughtful] Sau đó tớ ghi ba dòng vào Bản luật vẽ nhân vật: một, mũ len đỏ có quả bông trắng. Hai, áo khoác xanh dương có hai túi lớn phía trước. Ba, ủng cao su màu vàng cao đến bắp chân. [serious] Từ giờ, mỗi lần tạo Bí, tớ sẽ nhìn ảnh mẫu rồi kiểm tra ba dòng này. [surprised] Mất mũ? Chưa đúng. [confused] Áo đổi màu? Chưa đúng. [worried] Ủng biến thành giày thể thao? Cũng chưa đúng. [emphasized] Dù hình có đẹp đến đâu, đẹp mà sai nhân vật thì vẫn phải sửa.","Mèo AKI chia sẻ, diễn hoạt bảng trắng",,,
,5. THỬ THÁCH + CHỐT + OUTRO,4:00–5:30,"Bây giờ đến lượt các cậu. Hãy chọn một bức nhân vật làm ảnh mẫu chuẩn. Kiểm tra nhé: nền có đơn giản không? Có chỉ một nhân vật không? Mặt và toàn thân có nhìn rõ không? Có chi tiết nào bị che mất không? Những đặc điểm quan trọng có xuất hiện đầy đủ không? Qua hết rồi thì giữ bức đó làm ảnh mẫu.
Tiếp theo, tưởng tượng nhân vật đang đứng giữa một đám đông thật lớn. Nếu phải chỉ cho người khác biết: “Bạn của tớ là người kia kìa!”, các cậu sẽ nói ba điều gì? Hãy chọn ba đặc điểm dễ nhận ra nhất, viết thật rõ vào nhé.
Từ những lần sau, mỗi khi muốn tạo nhân vật trong tư thế hay cảm xúc mới, hãy nhớ hai việc: đính kèm ảnh mẫu và nhắc lại ba đặc điểm nhận diện. Ảnh mẫu giúp tớ biết đúng bạn nào. Ba đặc điểm giúp tớ biết điều gì phải giữ nguyên.
Buổi sau, chúng mình sẽ cho nhân vật vui, buồn, sợ, giận mà vẫn phải giữ đúng là một bạn. Tớ chờ các cậu! Bái Bai","[excited] Bây giờ đến lượt các cậu. [encouraging] Hãy chọn một bức nhân vật làm ảnh mẫu chuẩn. [deliberate] Kiểm tra nhé: nền có đơn giản không? Có chỉ một nhân vật không? Mặt và toàn thân có nhìn rõ không? Có chi tiết nào bị che mất không? Những đặc điểm quan trọng có xuất hiện đầy đủ không? [cheerful] Qua hết rồi thì giữ bức đó làm ảnh mẫu.
[curious] Tiếp theo, tưởng tượng nhân vật đang đứng giữa một đám đông thật lớn. [playful] Nếu phải chỉ cho người khác biết: “Bạn của tớ là người kia kìa!”, các cậu sẽ nói ba điều gì? [determined] Hãy chọn ba đặc điểm dễ nhận ra nhất, viết thật rõ vào nhé.
[calm] Từ những lần sau, mỗi khi muốn tạo nhân vật trong tư thế hay cảm xúc mới, hãy nhớ hai việc: đính kèm ảnh mẫu và nhắc lại ba đặc điểm nhận diện. [emphasized] Ảnh mẫu giúp tớ biết đúng bạn nào. Ba đặc điểm giúp tớ biết điều gì phải giữ nguyên.
[excited] Buổi sau, chúng mình sẽ cho nhân vật vui, buồn, sợ, giận mà vẫn phải giữ đúng là một bạn. [warm] Tớ chờ các cậu! Bái Bai","Mèo AKI chia sẻ  diễn hoạt bảng trắng + 1 mình, Popup Text",,,
,,,,,,,,
Bài 3.3 — BIỂU CẢM BIẾN HOÁ,,,,,,,,
1.3,1. INTRO,0:00–0:15,"Xưởng sáng tạo Ây Ai Kít mở cửa rồi! Xin chào các cậu, lại là tớ đây, chú mèo máy thông minh nhì quả đất này. Hôm nay mình đến với bài 3.3: Biến hoá biểu cảm. Nhớ để ảnh mẫu và luật vẽ nhân vật ngay cạnh nhé, vì hôm nay nhân vật của các cậu sẽ đổi mặt liên tục, nhưng tuyệt đối không được đổi thành người khác nhaaa","[excited] Xưởng sáng tạo Ây Ai Kít mở cửa rồi! [giggles] Xin chào các cậu, lại là tớ đây, chú mèo máy thông minh nhì quả đất này. [cheerful] Hôm nay mình đến với bài 3.3: Biến hoá biểu cảm. [serious] Nhớ để ảnh mẫu và luật vẽ nhân vật ngay cạnh nhé, vì hôm nay nhân vật của các cậu sẽ đổi mặt liên tục, [playful] nhưng tuyệt đối không được đổi thành người khác nhaaa","Intro Mèo AIKI mở cửa, và  bắt đầu chia sẻ, có POP UP Text",,,
,2. TÌNH HUỐNG,0:15–0:50,"Hôm qua Tina làm cho Bông một bộ sáu biểu cảm: vui, buồn, sợ, giận, ngạc nhiên và buồn ngủ. Làm xong, Tina nhìn lại rồi... ơ? Hình thì Bông vẫn đeo chuông vàng, hình lại mất chuông. Hình thì vòng cổ đỏ, hình khác lại đổi màu. Có hình nhìn còn chẳng giống Bông nữa. Sáu biểu cảm mà cứ như sáu chú chó khác nhau. Vì Tina chỉ nói với tớ: “Bông đang vui”, “Bông đang giận”... nhưng lại quên nhắc tớ Bông trông như thế nào.","[calm] Hôm qua Tina làm cho Bông một bộ sáu biểu cảm: vui, buồn, sợ, giận, ngạc nhiên và buồn ngủ. [confused] Làm xong, Tina nhìn lại rồi... ơ? [surprised] Hình thì Bông vẫn đeo chuông vàng, hình lại mất chuông. Hình thì vòng cổ đỏ, hình khác lại đổi màu. [worried] Có hình nhìn còn chẳng giống Bông nữa. [sighs] Sáu biểu cảm mà cứ như sáu chú chó khác nhau. [thoughtful] Vì Tina chỉ nói với tớ: “Bông đang vui”, “Bông đang giận”... nhưng lại quên nhắc tớ Bông trông như thế nào.", Tình huống,,,
,3. XEM MẪU + DẠY 1 KỸ NĂNG,0:50–2:00,"Thử lại nhé. Lần này Tina luôn gửi kèm ảnh mẫu của Bông và nhắc lại những đặc điểm quan trọng trong Luật vẽ nhân vật. Bông có thể cười tít mắt, buồn rũ tai, sợ hãi hay cau có, nhưng những đặc điểm nhận diện vẫn phải giữ nguyên. Sáu cái mặt khác nhau, nhưng vừa nhìn là biết ngay: đây vẫn là Bông. Câu để nhớ hôm nay là: Đổi mặt, không đổi người.
Cách làm rất đơn giản. Mỗi lần tạo, hãy dùng ảnh mẫu, nhắc lại các đặc điểm nhận diện, rồi mới thêm biểu cảm và hành động. Ví dụ: “Giữ đúng Bông trong ảnh mẫu, vòng cổ đỏ, chuông vàng và các đặc điểm nhận diện đã chọn. Bông đang giận, lông mày chụm lại, hai chân trước chống xuống đất.” Đừng chỉ nói “Bông đang giận”, vì nếu thiếu ảnh mẫu và luật vẽ, tớ rất dễ vẽ ra một chú chó khác.","[determined] Thử lại nhé. [calm] Lần này Tina luôn gửi kèm ảnh mẫu của Bông và nhắc lại những đặc điểm quan trọng trong Luật vẽ nhân vật. [playful] Bông có thể cười tít mắt, buồn rũ tai, sợ hãi hay cau có, nhưng những đặc điểm nhận diện vẫn phải giữ nguyên. [proud] Sáu cái mặt khác nhau, nhưng vừa nhìn là biết ngay: đây vẫn là Bông. [emphasized] Câu để nhớ hôm nay là: Đổi mặt, không đổi người.
[cheerful] Cách làm rất đơn giản. [deliberate] Mỗi lần tạo, hãy dùng ảnh mẫu, nhắc lại các đặc điểm nhận diện, rồi mới thêm biểu cảm và hành động. [calm] Ví dụ: “Giữ đúng Bông trong ảnh mẫu, vòng cổ đỏ, chuông vàng và các đặc điểm nhận diện đã chọn. Bông đang giận, lông mày chụm lại, hai chân trước chống xuống đất.” [serious] Đừng chỉ nói “Bông đang giận”, vì nếu thiếu ảnh mẫu và luật vẽ, tớ rất dễ vẽ ra một chú chó khác.","Mèo AKI chia sẻ, diễn hoạt bảng trắng",,,
,4. LÀM CÙNG,2:00–4:00,"Giờ tớ thử nhé. Tớ gõ nhanh: “Bông đang giận.” Kết quả... ơ, ai đây? Vòng cổ khác màu, chuông cũng biến mất. Đây là một chú chó đang giận, nhưng không phải Bông. Tớ nhìn lại và thấy ngay lỗi: tớ đã quên ảnh mẫu và quên nhắc lại đặc điểm nhận diện. Tớ thêm chúng vào rồi tạo lại. Lần này, đem so với Luật vẽ nhân vật: đặc điểm một đúng, đặc điểm hai đúng, đặc điểm ba đúng. Ba trên ba. Duyệt!","[playful] Giờ tớ thử nhé. [mischievous] Tớ gõ nhanh: “Bông đang giận.” [surprised] Kết quả... ơ, ai đây? [confused] Vòng cổ khác màu, chuông cũng biến mất. [disappointed] Đây là một chú chó đang giận, nhưng không phải Bông. [thoughtful] Tớ nhìn lại và thấy ngay lỗi: tớ đã quên ảnh mẫu và quên nhắc lại đặc điểm nhận diện. [determined] Tớ thêm chúng vào rồi tạo lại. [deliberate] Lần này, đem so với Luật vẽ nhân vật: đặc điểm một đúng, đặc điểm hai đúng, đặc điểm ba đúng. [proud] Ba trên ba. [excited] Duyệt!","Mèo AKI chia sẻ, diễn hoạt bảng trắng",,,
