MODULE 0 — MƯỜI QUY TẮC CỦA XƯỞNG SÁNG TẠO,,,,
"Mười quy tắc, mỗi quy tắc một video ngắn 45 giây tới 1 phút. Học trước khi vào Module 1. Phần này chỉ để trẻ hiểu và xem qua, chưa cần thực hành, nên chưa có điểm chặn và Xưởng thực hành. Xem xong cả mười thì in bộ Quy tắc, trẻ ký tên, phụ huynh ký làm chứng, dán bàn học.",,,,
PHẦN 1 — TỔNG THỂ,,,,
Bài,Tên bài,Voice Gen,Mục tiêu của bài,Kỹ năng trẻ học được
,,,,
,,,,
PHẦN 2 — CHI TIẾT KỊCH BẢN VIDEO  ·  mỗi quy tắc một video 45s - 1p,,,,
Bài,Lời thoại AKI,Voice Gen (có tag),Hình ảnh trên màn hình,Ghi chú sản xuất
"QT1 — Hãy nghĩ ý tưởng của cậu, rồi mới chia sẻ với AKI nhé!",,,,
1. TÌNH HUỐNG,"Zico: Của tớ đẹp hơn!
Sonet: Không, của tớ đúng hơn!
TIẾNG AKI (chưa thấy hình): DỪNG LẠIIII...!
 Các cậu ơi, hãy giúp tớ vụ này!","[gasps] DỪNG LẠIIII...!
[worried] Các cậu ơi, hãy giúp tớ vụ này!","C1 — Cận cảnh hai bàn tay giằng hai tờ giấy vẽ, giấy nhăn lại → máy lùi ra: Zico và Sonet mặt đỏ gay, giằng co giữa lớp.
C2 — Cả hai khựng lại, hình ảnh cả 2 đóng khung vào Bảng. AKI xuất hiện, ngăn cản
→ mở ra KHUNG HÌNH AKI đứng cạnh bảng",
2. CÂU ĐỐ CỦA AKI," Chuyện là, cô giáo ra đề: vẽ nhân vật siêu anh hùng của con — tức là của riêng mỗi bạn đấy. Zico thì gõ nhanh Vẽ siêu anh hùng đẹp, còn Sonet thì miêu tả rất kỹ siêu anh hùng của bạn ấy. Đố các cậu nhé: bức nào mới đúng yêu cầu của cô? Bấm chọn đi nào","[cheerful] Chuyện là, cô giáo ra đề: vẽ nhân vật siêu anh hùng của con — tức là của riêng mỗi bạn đấy. [thoughtful] Zico thì gõ nhanh Vẽ siêu anh hùng đẹp, còn Sonet thì miêu tả rất kỹ siêu anh hùng của bạn ấy. [curious] Đố các cậu nhé: bức nào mới đúng yêu cầu của cô? [encouraging] Bấm chọn đi nào","Trong khung, hai bức tranh phóng to cạnh nhau. Bức Zico: siêu anh hùng áo choàng đỏ, đẹp và rất quen. Bức Sonet: nguệch ngoạc, buồn cười — siêu anh hùng bố, vũ khí là cái vợt muỗi.
Câu đố: BỨC TRANH NÀO ĐÚNG YÊU CẦU CỦA CÔ GIÁO?",
3. QUY TẮC," Và... đáp án chính là bức của Sonet! Hãy nghĩ ý tưởng của cậu, rồi mới chia sẻ với AKI nhé! Zico gõ trước, nên ra nhân vật ai cũng vẽ được. Sonet nghĩ trước, nên ra nhân vật chỉ mình bạn ấy nghĩ ra.","[excited] Và... đáp án chính là bức của Sonet! [emphasized] Hãy nghĩ ý tưởng của cậu, rồi mới chia sẻ với AKI nhé! [deliberate] Zico gõ trước, nên ra nhân vật ai cũng vẽ được. [proud] Sonet nghĩ trước, nên ra nhân vật chỉ mình bạn ấy nghĩ ra.","Bức của Sonet sáng lên, có dấu tích. Poster Quy tắc 1 trượt vào, chữ to. Trên poster ghi AKI.",
4. GIẢI THÍCH," Tớ có kho hình khổng lồ trong đầu, gõ 'siêu anh hùng ngầu' là tớ lấy ngay cái quen thuộc nhất ra. Còn cái sợ con gián, cái vợt muỗi ấy — chỉ có trong đầu Sonet thôi, tớ chịu, không đoán được.","[calm] Tớ có kho hình khổng lồ trong đầu, gõ 'siêu anh hùng ngầu' là tớ lấy ngay cái quen thuộc nhất ra. [playful] Còn cái sợ con gián, cái vợt muỗi ấy — chỉ có trong đầu Sonet thôi, [sighs] tớ chịu, không đoán được.",C3 — Trong đầu  hàng trăm siêu anh hùng giống hệt nhau trôi qua thành hàng. Bên cạnh là một ô trống hình bóng đèn — chỉ trẻ mới điền được.,
5. CHỐT," Lần sau, cậu thử nghĩ xem nhân vật của mình có gì mà KHÔNG GIỐNG ai hết nhé. Còn bây giờ, tớ phải đi đây, hẹn gặp lại các cậu nhaaaa!","[encouraging] Lần sau, cậu thử nghĩ xem nhân vật của mình có gì mà KHÔNG GIỐNG ai hết nhé. [warm] Còn bây giờ, tớ phải đi đây, [cheerful] hẹn gặp lại các cậu nhaaaa!","Poster Quy tắc 1, AKI vẫy tay bay lên bằng chong chóng tre, rồi bumper kết.",
,,,,
"QT2 — Nội dung là do cậu viết, hãy đảm bảo viết xong mới gửi cho AKI!",,,,
1. TÌNH HUỐNG,"(không lời)
TIẾNG AKI (chưa thấy hình): ÔIII KHÔNG XONG RỒI?
 Các cậu ơi, hãy giúp tớ vụ này!","[gasps] ÔIII KHÔNG XONG RỒI?
 [worried] Các cậu ơi, hãy giúp tớ vụ này!","C1 — Bức tường ngõ dán tờ giấy TÌM CHÓ LẠC, thông tin đơn giản, chung chung. Máy lia dọc tường rồi hạ xuống — Bông đang ngồi ngay bên dưới, ngoe nguẩy đuôi.
C2 — Người đi qua (thấy từ thắt lưng xuống) dừng đọc tờ giấy, gật gù → nhìn xuống con chó nâu ngay cạnh chân → bỏ đi. Bông nghiêng đầu. LẶP 3 LẦN.
→ mở ra KHUNG HÌNH AKI ",
2. CÂU ĐỐ CỦA AKI," Chuyện là, tờ giấy này tớ viết đấy — không sai một chữ nào luôn, dán khắp phố luôn. Mà Bông thì ngồi ngay dưới tờ giấy, ba người đi qua, không ai nhận ra nó. Đố các cậu: tờ giấy của tớ còn thiếu cái gì? Bấm chọn đi nào!"," [cheerful] Chuyện là, tờ giấy này tớ viết đấy — không sai một chữ nào luôn, dán khắp phố luôn. [confused] Mà Bông thì ngồi ngay dưới tờ giấy, ba người đi qua, không ai nhận ra nó. [curious] Đố các cậu: tờ giấy của tớ còn thiếu cái gì? [encouraging] Bấm chọn đi nào!","Trong khung, tờ giấy phóng to. Hai nút:
A. Thiếu chi tiết riêng của Bông   B. Thiếu chữ đẹp
Đồng hồ đếm ngược 5 giây.",
3. QUY TẮC," Đáp án là A — thiếu chi tiết riêng của Bông! Sonet viết thêm: Bông khập khiễng chân sau, cổ có chuông vàng — kèm cả ảnh nữa. Chiều hôm đó, cô tạp hoá bế Bông về trả.
(poster) Nội dung là do cậu viết — hãy đảm bảo viết xong mới gửi cho tớ! Nghĩa là cậu viết trước, tớ trang trí sau nhé."," [excited] Đáp án là A — thiếu chi tiết riêng của Bông! [deliberate] Sonet viết thêm: Bông khập khiễng chân sau, cổ có chuông vàng — kèm cả ảnh nữa. [relieved] Chiều hôm đó, cô tạp hoá bế Bông về trả.
(poster) [emphasized] Nội dung là do cậu viết — hãy đảm bảo viết xong mới gửi cho tớ! [calm] Nghĩa là cậu viết trước, tớ trang trí sau nhé.","C3 — Cô tạp hoá bế Bông đi dọc ngõ, chuông vàng ở cổ đung đưa, nắng chiều. Poster Quy tắc 2 trượt vào.",
4. GIẢI THÍCH," Tớ viết được câu đúng chính tả, đúng ngữ pháp. Nhưng tớ không biết Bông đi khập khiễng, tớ cũng không nghe được tiếng chuông của nó. Câu của tớ thì... con chó nâu nào cũng hợp. Còn câu của Sonet thì chỉ đúng một con — con chó của cậu ấy."," [calm] Tớ viết được câu đúng chính tả, đúng ngữ pháp. [thoughtful] Nhưng tớ không biết Bông đi khập khiễng, tớ cũng không nghe được tiếng chuông của nó. [sighs] Câu của tớ thì... con chó nâu nào cũng hợp. [proud] Còn câu của Sonet thì chỉ đúng một con — con chó của cậu ấy.",Một câu chung chung nhân bản ra mười con chó nâu giống hệt nhau. Bên cạnh: câu của Sonet chỉ ra đúng một con.,
5. CHỐT," Hãy nhớ thật kỹ quy tắc 2, và giữ thăng bằng nhé, mình cùng nhau băng qua Quy tắc 3 thôi nào!"," [emphasized] Hãy nhớ thật kỹ quy tắc 2, và giữ thăng bằng nhé, [excited] mình cùng nhau băng qua Quy tắc 3 thôi nào!","Poster Quy tắc 2, rồi bumper kết.",
QT3 — Sản phẩm mà cậu tạo ra phải có giá trị cho ai đó nhé!,,,,
1. TÌNH HUỐNG,"Mẹ: Con làm gì thế?
Mimi: Dạ... con sáng tạo ạ.
Mẹ: Mẹ thấy hình nào cũng giống nhau, mẹ có thấy con sáng tạo đâu?
TIẾNG AKI (chưa thấy hình): ẤY ẤY ẤY! Sao mẹ lại chê nhỉ?
 Các cậu ơi, hãy cùng tớ xem sao nhé!","[surprised] ẤY ẤY ẤY! [confused] Sao mẹ lại chê nhỉ?
 [curious] Các cậu ơi, hãy cùng tớ xem sao nhé!","C1 — Cửa phòng bật mở, hàng trăm tờ giấy in đổ ra như thác, tràn kín hành lang.
C2 — Trong phòng: Mimi bơi ếch giữa biển giấy ngập tới ngực. Mẹ ló đầu vào cửa, sững người, rồi lắc đầu
→ mở ra KHUNG HÌNH AKI ",
2. CÂU ĐỐ CỦA AKI," Chuyện là, hai trăm tấm hình đó tớ với Mimi làm trong đúng một buổi chiều, đẹp long lanh. Vậy mà mẹ xem xong, lại lắc đầu ngán ngẩm. Trong khi ở nhà bà, có một tấm thẻ chẳng đẹp bằng, lại được giữ suốt hai năm. Đố các cậu: sao lại thế?"," [cheerful] Chuyện là, hai trăm tấm hình đó tớ với Mimi làm trong đúng một buổi chiều, đẹp long lanh. [disappointed] Vậy mà mẹ xem xong, lại lắc đầu ngán ngẩm. [thoughtful] Trong khi ở nhà bà, có một tấm thẻ chẳng đẹp bằng, lại được giữ suốt hai năm. [curious] Đố các cậu: sao lại thế?","Trong khung: thùng rác đầy hình đẹp / tủ lạnh nhà bà có một tấm thẻ. Hai nút:
A. Vì bà cần dùng nó mỗi ngày   B. Vì nó được in to hơn
Đồng hồ đếm ngược 3 giây.",
3. QUY TẮC," Đó là vì Trước khi làm, Mimi hỏi bà một câu: bà ơi, bà hay quên cái gì nhất ạ? Thế là bạn ấy làm tấm thẻ ghi số điện thoại của mẹ, chữ thật to.
(poster) Sản phẩm mà cậu tạo ra phải có giá trị cho ai đó nhé! Trước khi làm, nhớ hỏi: làm cho ai, và để làm gì."," [amazed] Đó là vì Trước khi làm, Mimi hỏi bà một câu: [gentle] bà ơi, bà hay quên cái gì nhất ạ? [proud] Thế là bạn ấy làm tấm thẻ ghi số điện thoại của mẹ, chữ thật to.
(poster) [emphasized] Sản phẩm mà cậu tạo ra phải có giá trị cho ai đó nhé! [deliberate] Trước khi làm, nhớ hỏi: làm cho ai, và để làm gì.","C3 — Cận cảnh tủ lạnh nhà bà: một tấm thẻ duy nhất dán trên đó, góc đã sờn. Bàn tay bà đưa lên chạm vào. Poster Quy tắc 3, hai câu hỏi hiện thành hai dòng chữ lớn.",
4. GIẢI THÍCH," Tớ tạo hình nhanh lắm, một phút mấy chục cái. Nhưng làm ra thứ chẳng ai dùng thì... ờ thì, mình mới đang bấm nút thôi, chứ chưa phải đang sáng tạo. Thứ có người cần — dù chỉ một người — mới được giữ lại."," [playful] Tớ tạo hình nhanh lắm, một phút mấy chục cái. [sighs] Nhưng làm ra thứ chẳng ai dùng thì... ờ thì, mình mới đang bấm nút thôi, chứ chưa phải đang sáng tạo. [serious] Thứ có người cần — dù chỉ một người — mới được giữ lại.",Hình đổ ra ào ào rồi tan biến hết. Cắt sang bàn tay bà chạm vào tấm thẻ.,
5. CHỐT," Hãy nhớ thật kỹ quy tắc 3, và giữ thăng bằng nhé, mình cùng nhau băng qua Quy tắc 4 thôi nào!"," [emphasized] Hãy nhớ thật kỹ quy tắc 3, và giữ thăng bằng nhé, [cheerful] mình cùng nhau băng qua Quy tắc 4 thôi nào!","Poster Quy tắc 3, rồi bumper kết.",
QT4 — Cậu phải luôn chia sẻ được vì sao cậu chọn ý tưởng này!,,,,
1. TÌNH HUỐNG,"(không lời — chỉ tiếng đồng hồ tích tắc, rồi tiếng vỡ cạch)
TIẾNG AKI : ỐI, căng quá đi mất!
 Các cậu ơi, hãy giúp tớ vụ này!","[gasps] ỐI, căng quá đi mất!
 [worried] Các cậu ơi, hãy giúp tớ vụ này!","C1 — Hội trường nhỏ, hai bức tranh treo cạnh nhau. Micro chìa ra trước mặt Zico. Zico há miệng — một bong bóng thoại TRẮNG TINH, rỗng không bay ra, rơi xuống sàn vỡ tan như thuỷ tinh.
C2 — Micro chuyển sang Sonet. Bong bóng vàng rực bay lên, nở bung ra thành chiếc áo vàng của bà. Cả hội trường vỗ tay.
→ mở ra KHUNG HÌNH AKI ",
2. CÂU ĐỐ CỦA AKI," Chuyện là, cô giáo hỏi mỗi bạn đúng một câu: vì sao con chọn thế này? Hai bức tranh đẹp như nhau, mà chỉ một cái bong bóng bay lên được thôi. Đố các cậu: ai mới là người trả lời được câu đó, là tớ hay các cậu?"," [cheerful] Chuyện là, cô giáo hỏi mỗi bạn đúng một câu: vì sao con chọn thế này? [thoughtful] Hai bức tranh đẹp như nhau, mà chỉ một cái bong bóng bay lên được thôi. [curious] Đố các cậu: ai mới là người trả lời được câu đó, là tớ hay các cậu?","Trong khung: hai bức tranh, một chiếc micro. Hai nút:
A. Tớ - AKI  B. Các cậu
Đồng hồ đếm ngược 5 giây.",
3. QUY TẮC," Đáp án là B — các cậu! Sonet nói thế này: tớ chọn màu vàng, vì cái áo bà tớ hay mặc màu vàng. Cả hội trường vỗ tay luôn.
(poster) Cậu phải luôn chia sẻ được vì sao cậu chọn ý tưởng này! Chỉ cần một câu thôi: tớ chọn cái này vì..."," [excited] Đáp án là B — các cậu! [warm] Sonet nói thế này: tớ chọn màu vàng, vì cái áo bà tớ hay mặc màu vàng. [proud] Cả hội trường vỗ tay luôn.
(poster) [emphasized] Cậu phải luôn chia sẻ được vì sao cậu chọn ý tưởng này! [calm] Chỉ cần một câu thôi: tớ chọn cái này vì...","Cận cảnh mảng màu vàng trong tranh, mờ chồng sang hình chiếc áo của bà. Poster Quy tắc 4, dưới là ô trống: Tớ chọn cái này vì ______.",
4. GIẢI THÍCH, Tớ làm ra được màu vàng. Nhưng tớ không biết bà cậu mặc áo màu gì. Nói được vì sao thì người ta mới biết bức tranh ấy là của cậu. Còn nếu không nói được thì... nó là của bất kỳ ai., [calm] Tớ làm ra được màu vàng. [thoughtful] Nhưng tớ không biết bà cậu mặc áo màu gì. [emphasized] Nói được vì sao thì người ta mới biết bức tranh ấy là của cậu. [serious] Còn nếu không nói được thì... nó là của bất kỳ ai.,Bức của Sonet hiện dòng chữ nhỏ bên dưới: vì áo bà tớ màu vàng. Bức còn lại: dòng chữ trống trơn.,
5. CHỐT," Hãy nhớ thật kỹ quy tắc 4, và giữ thăng bằng nhé, mình cùng nhau băng qua Quy tắc 5 thôi nào!"," [emphasized] Hãy nhớ thật kỹ quy tắc 4, và giữ thăng bằng nhé, [determined] mình cùng nhau băng qua Quy tắc 5 thôi nào!","Poster Quy tắc 4, rồi bumper kết.",
6. CHỐT,,,,
,,,,
"QT5 — Không để AKI làm 1 mình, hãy chia việc ra nhé!",,,,
1. TÌNH HUỐNG,"(không lời)
TIẾNG AKI (chưa thấy hình): Ơ KÌAAA! Sao lại không được nhỉ?
 Các cậu ơi, hãy giúp tớ vụ này!","[surprised] Ơ KÌAAA! [confused] Sao lại không được nhỉ?
 [worried] Các cậu ơi, hãy giúp tớ vụ này!","C1 — Triển lãm lớp, tranh vừa treo lên. Máy hạ xuống tấm bảng tên TRẮNG bên dưới — chữ tự hiện dần.
C2 — Zico hoảng, viết đè tên mình lên — mực loang ra rồi trôi tuột đi, không ăn. Viết lại. Lại trôi.
→ mở ra KHUNG HÌNH AKI ",
2. CÂU ĐỐ CỦA AKI," Chuyện là, bức tranh này Zico nhờ tớ làm hết từ đầu đến cuối. Giờ đến lúc ghi tên thì cái bút không chịu ăn mực. Đố các cậu: vì sao thế nhỉ? Bấm chọn đi nào!"," [cheerful] Chuyện là, bức tranh này Zico nhờ tớ làm hết từ đầu đến cuối. [confused] Giờ đến lúc ghi tên thì cái bút không chịu ăn mực. [curious] Đố các cậu: vì sao thế nhỉ? [encouraging] Bấm chọn đi nào!","Trong khung: tấm bảng tên. Hai nút:
A. Vì cái bút bị hỏng   B. Vì Zico để AKI làm hết
Đồng hồ đếm ngược 3 giây.",
3. QUY TẮC," Đáp án là B! Thế là hai đứa chia lại: ý tưởng, chọn màu, viết chữ trong tranh — của Zico. Còn vẽ nền với tô màu — của tớ. Rồi bảng tên ghi: ZICO CỘNG AKI. Lần này bút ăn mực ngay.
(poster) Không để tớ làm một mình, hãy chia việc ra nhé! Cậu một cột, tớ một cột."," [excited] Đáp án là B! [deliberate] Thế là hai đứa chia lại: ý tưởng, chọn màu, viết chữ trong tranh — của Zico. Còn vẽ nền với tô màu — của tớ. [proud] Rồi bảng tên ghi: ZICO CỘNG AKI. [relieved] Lần này bút ăn mực ngay.
(poster) [emphasized] Không để tớ làm một mình, hãy chia việc ra nhé! [playful] Cậu một cột, tớ một cột.","Bảng chia đôi hiện ra: VIỆC CỦA TỚ | VIỆC CỦA AKI, từng dòng được điền vào. Bảng tên cuối cùng: ZICO + AKI, đóng khung, treo dưới tranh. Poster Quy tắc 5.",
4. GIẢI THÍCH," Nếu tớ làm hết, thì cái tên trên bảng phải là tên tớ. Mà tớ thì... đâu có đi học lớp cậu. Cậu làm phần nào, cậu mới tự hào được phần đó. Cứ chia đôi rồi ghi cả hai tên — vừa thật thà, mà lại vừa oai nữa."," [calm] Nếu tớ làm hết, thì cái tên trên bảng phải là tên tớ. [giggles] Mà tớ thì... đâu có đi học lớp cậu. [serious] Cậu làm phần nào, cậu mới tự hào được phần đó. [cheerful] Cứ chia đôi rồi ghi cả hai tên — vừa thật thà, mà lại vừa oai nữa.","Bảng tên hoàn chỉnh treo dưới bức tranh, hai cái tên cạnh nhau.",
5. CHỐT," Hãy nhớ thật kỹ quy tắc 5, và giữ thăng bằng nhé, mình cùng nhau băng qua Quy tắc 6 thôi nào!"," [emphasized] Hãy nhớ thật kỹ quy tắc 5, và giữ thăng bằng nhé, [excited] mình cùng nhau băng qua Quy tắc 6 thôi nào!","Poster Quy tắc 5, rồi bumper kết.",
,,,,
,,,,
"QT6 — Để bảo vệ cậu và mọi người, hình ảnh cá nhân là điều hạn chế nhé!",,,,
1. TÌNH HUỐNG,"Mimi: Này Zico, nhìn đây! Tớ sẽ biến tớ với cậu thành hai siêu anh hùng mạnh nhất thế giới!
TIẾNG AKI (chưa thấy hình): DỪNG LẠIIII!
 Các cậu ơi, hãy giúp tớ vụ này!","[gasps] DỪNG LẠIIII!
 [worried] Các cậu ơi, hãy giúp tớ vụ này!","C1 — Mimi hào hứng quay màn hình về phía Zico. Trên máy: ảnh hai bạn đứng trước cổng trường. Ngón tay Mimi rê tới nút TẢI ẢNH LÊN.
C2 — Cận ngón tay sắp chạm nút — khựng lại giữa không trung. Hai bạn ngẩng phắt lên.
→ mở ra KHUNG HÌNH AKI ",
2. CÂU ĐỐ CỦA AKI," Chuyện là, hai bạn ấy định đưa tấm ảnh này cho tớ. Nhìn thì bình thường thôi... mà thật ra nguy hiểm lắm đấy. Đố các cậu: trong tấm ảnh này có mấy chỗ nguy hiểm?"," [calm] Chuyện là, hai bạn ấy định đưa tấm ảnh này cho tớ. Nhìn thì bình thường thôi... [serious] mà thật ra nguy hiểm lắm đấy. [curious] Đố các cậu: trong tấm ảnh này có mấy chỗ nguy hiểm?","C3 — Tấm ảnh phóng to lơ lửng giữa màn hình tối, xoay nhẹ, viền phát sáng. Hai nút:
A. Một chỗ   B. Ba chỗ
Đồng hồ đếm ngược 3 giây.",
3. QUY TẮC," Có ba chỗ lận! Đây này: tên hai bạn trên bảng tên áo — tên trường ngay trên cổng — và một người lạ đứng phía sau. Nếu tấm ảnh này lọt ra ngoài, người xấu sẽ biết hai bạn tên gì và học ở đâu, rồi tìm đến tận nơi đấy.
Để bảo vệ cậu và mọi người, hình ảnh cá nhân là điều hạn chế nhé!"," [surprised] Có ba chỗ lận! [deliberate] Đây này: tên hai bạn trên bảng tên áo — tên trường ngay trên cổng — và một người lạ đứng phía sau. [worried] Nếu tấm ảnh này lọt ra ngoài, người xấu sẽ biết hai bạn tên gì và học ở đâu, rồi tìm đến tận nơi đấy.
[emphasized] Để bảo vệ cậu và mọi người, hình ảnh cá nhân là điều hạn chế nhé!","Trên tấm ảnh, ba đốm đỏ lần lượt sáng lên và nhấp nháy: bảng tên áo · cổng trường · người lạ phía sau. Rồi tấm ảnh tách làm hai, một bản bay ra khỏi khung mất hút. Poster Quy tắc 6.",
4. GIẢI THÍCH," Nhưng đừng lo, cậu vẫn đưa ảnh của cậu lên được. Chỉ cần trước khi đưa, nhớ kiểm tra đủ ba thứ này:
Một — NGƯỜI: trong ảnh có người khác không?
Hai — THÔNG TIN: có tên, bảng tên hay giấy tờ gì không?
Ba — ĐỊA ĐIỂM: có trường học, nhà mình, hay chỗ mình hay đến không?
Có thì che đi, hoặc chọn tấm khác. Rồi hỏi bố mẹ một câu nữa cho chắc nhé."," [gentle] Nhưng đừng lo, cậu vẫn đưa ảnh của cậu lên được. [serious] Chỉ cần trước khi đưa, nhớ kiểm tra đủ ba thứ này:
[deliberate] Một — NGƯỜI: trong ảnh có người khác không?
[emphasized] Hai — THÔNG TIN: có tên, bảng tên hay giấy tờ gì không?
[deliberate] Ba — ĐỊA ĐIỂM: có trường học, nhà mình, hay chỗ mình hay đến không?
[calm] Có thì che đi, hoặc chọn tấm khác. [warm] Rồi hỏi bố mẹ một câu nữa cho chắc nhé.","C4 — Mimi dán sticker che bảng tên → che cổng trường → cắt người lạ ra khỏi ảnh → đưa điện thoại cho mẹ, mẹ gật đầu. Ba dòng 1 NGƯỜI · 2 THÔNG TIN · 3 ĐỊA ĐIỂM hiện lần lượt, mỗi dòng một dấu tích xanh.",
5. CHỐT," Hãy nhớ thật kỹ quy tắc 6, và giữ thăng bằng nhé, mình cùng nhau băng qua Quy tắc 7 thôi nào!"," [emphasized] Hãy nhớ thật kỹ quy tắc 6, và giữ thăng bằng nhé, [playful] mình cùng nhau băng qua Quy tắc 7 thôi nào!","Poster Quy tắc 6, rồi bumper kết.",
,,,,
,,,,
QT7 — Hãy tôn trọng sự thật & đưa những thông tin chính xác!,,,,
1. TÌNH HUỐNG,"Zico: Thưa cô, cá voi xanh dài ba trăm mét ạ!
Cả lớp: Ồồồ!
TIẾNG AKI (chưa thấy hình): ỐI ỐI ỐI !!! Ba trăm mét là tớ nói bừa đấy...
 Các cậu ơi, hãy giúp tớ vụ này!","[gasps] ỐI ỐI ỐI!!! [disappointed] Không phải đâu, Ba trăm mét là tớ nói bừa đấy...
 [worried] Các cậu ơi, hãy giúp tớ vụ này!","C1 — Zico đứng trước lớp giơ tờ giấy, trên tờ giấy có hình cá voi và text CÁ VOI DÀI 30 MÉT, mặt cực tự tin. Cả lớp ồ lên. Cô giáo nhíu mày, mở sách.
C2 — RẦM. Sân trường tối sầm. Máy ngẩng lên: con cá voi xanh to bằng cả dãy phố đè xuống, che kín mặt trời. Lũ trẻ bé xíu ngước nhìn, cô giáo Hoảng hốt và lắc đầu
→ mở ra KHUNG HÌNH AKI ",
2. CÂU ĐỐ CỦA AKI," Chuyện là, tớ trả lời Zico bằng cái giọng chắc như đinh đóng cột. Mà tớ lại nói sai — sai những mười lần lận. Đố các cậu: làm sao biết được lúc nào thì tớ đang nói sai? Bấm chọn đi nào!"," [cheerful] Chuyện là, tớ trả lời Zico bằng cái giọng chắc như đinh đóng cột, cá voi xanh dài 300 mét. [sighs] Mà tớ lại nói sai — sai những mười lần lận. [curious] Đố các cậu: làm sao biết được lúc nào thì tớ đang nói sai? [encouraging] Bấm chọn đi nào!","Trong khung: con cá voi khổng lồ vẫn lơ lửng. Hai nút:
A. Nghe giọng tớ là biết ngay   B. Mở sách, hỏi thầy cô và bố mẹ
Đồng hồ đếm ngược 3 giây.",
3. QUY TẮC," Đáp án là B! Cô mở sách ra: cá voi xanh dài ba mươi mét thôi. Zico kiểm lại ba chỗ — mở sách, hỏi cô, hỏi bố. Rồi thuyết trình lại, cô gật đầu ngay.
(poster) Hãy tôn trọng sự thật và đưa những thông tin chính xác! Số liệu, ngày tháng, tên người — ba thứ này phải kiểm lại."," [excited] Đáp án là B! [amazed] Cô mở sách ra: cá voi xanh dài ba mươi mét thôi. [deliberate] Zico kiểm lại ba chỗ — mở sách, hỏi cô, hỏi bố. [proud] Rồi thuyết trình lại, cô gật đầu ngay.
(poster) [emphasized] Hãy tôn trọng sự thật và đưa những thông tin chính xác! [deliberate] Số liệu, ngày tháng, tên người — ba thứ này phải kiểm lại.","Con cá voi XÌ HƠI, co lại còn bằng cái xe buýt (scale animation trên chính clip C2). Ba dấu tích xanh hiện lần lượt: sách · cô giáo · bố. Poster Quy tắc 7 với ba icon: con số, tờ lịch, cái tên.",
