MODULE 2 — TỚ LÀ HOẠ SĨ AI!,,,,,,,,
"Cậu tạo được một bức tranh có nội dung và cảm xúc, không chỉ là hình đẹp. Sản phẩm: một bức A3 có tên tranh và hai câu cậu viết. Câu chốt: bức tranh đẹp là bức tranh kể được một chuyện.",,,,,,,,
,,,,,,,,
PHẦN 1 — TỔNG THỂ,,,,,,,,
Bài,Tên bài,Mục tiêu của bài,Kỹ năng trẻ học được,,Điểm chặn,Trong Xưởng thực hành,Học liệu tạo ra,Trẻ hoàn thành
,4. LÀM CÙNG,3:00–4:00,"Bây giờ đến lượt các cậu rồi nhaa. Trong Xưởng hôm nay có 1 bức tranh. Các cậu hãy nhìn thật kỹ rồi kể bằng miệng câu chuyện mình nhìn thấy, cho bố mẹ nghe nhé. Nếu chưa biết bắt đầu từ đâu thì nhớ ba câu hỏi của Hoạ sĩ nhé: Đang làm gì? Có gì lạ? Rồi sao?
Nhớ này, đừng chỉ kể: “Có cái cây, có cái bàn, có một bạn nhỏ...” nhé. Như thế là đang đọc danh sách giống tớ lúc nãy đấy.","[excited] Bây giờ đến lượt các cậu rồi nhaa. [cheerful] Trong Xưởng hôm nay có 1 bức tranh. [encouraging] Các cậu hãy nhìn thật kỹ rồi kể bằng miệng câu chuyện mình nhìn thấy, cho bố mẹ nghe nhé. [gentle] Nếu chưa biết bắt đầu từ đâu thì nhớ ba câu hỏi của Hoạ sĩ nhé: [emphasized] Đang làm gì? Có gì lạ? Rồi sao?
[serious] Nhớ này, đừng chỉ kể: “Có cái cây, có cái bàn, có một bạn nhỏ...” nhé. [giggles] Như thế là đang đọc danh sách giống tớ lúc nãy đấy.","Mèo AKI chia sẻ, diễn hoạt bảng trắng",,,
,5. THỬ THÁCH + CHỐT + OUTRO,4:00–5:30,"Hôm nay chúng mình chưa cần tạo ra một bức tranh nào cả. Nhưng chúng mình đã học một việc rất quan trọng của Hoạ sĩ: biết nhìn ra câu chuyện trong tranh.
Nhớ ba câu hỏi nhé:
ĐANG LÀM GÌ? - CÓ GÌ LẠ? - RỒI SAO?
Một bức tranh không chỉ cần đẹp. Một bức tranh hay còn phải khiến người xem muốn hỏi: “Chuyện gì đang xảy ra ở đây nhỉ?” Và từ bài sau, khi bắt đầu tạo tranh cùng tớ, trước khi bấm nút TẠO, các cậu hãy nghĩ xem: trong bức tranh của mình đang có chuyện gì xảy ra?
Nhiệm vụ cuối cùng hôm nay rất đơn giản. Hãy tìm trong nhà một tấm ảnh cũ của gia đình. Không cần đẹp đâu, ảnh hơi mờ hay cũ càng thú vị. Cầm tấm ảnh đến hỏi bố mẹ hoặc ông bà: “Hôm chụp tấm này có chuyện gì xảy ra thế ạ?”
Rồi ngồi nghe nhé. Có khi chỉ từ một tấm ảnh nhỏ thôi mà các cậu sẽ nghe được cả một câu chuyện rất dài đấy.
Buổi sau chúng mình sẽ học bài AI LÀ NGÔI SAO? Hẹn gặp lại các cậu trong Xưởng sáng tạo AIKID!","[calm] Hôm nay chúng mình chưa cần tạo ra một bức tranh nào cả. [proud] Nhưng chúng mình đã học một việc rất quan trọng của Hoạ sĩ: biết nhìn ra câu chuyện trong tranh.
[deliberate] Nhớ ba câu hỏi nhé:
[emphasized] ĐANG LÀM GÌ? - CÓ GÌ LẠ? - RỒI SAO?
[thoughtful] Một bức tranh không chỉ cần đẹp. [curious] Một bức tranh hay còn phải khiến người xem muốn hỏi: “Chuyện gì đang xảy ra ở đây nhỉ?” [encouraging] Và từ bài sau, khi bắt đầu tạo tranh cùng tớ, trước khi bấm nút TẠO, các cậu hãy nghĩ xem: trong bức tranh của mình đang có chuyện gì xảy ra?
[cheerful] Nhiệm vụ cuối cùng hôm nay rất đơn giản. [gentle] Hãy tìm trong nhà một tấm ảnh cũ của gia đình. [playful] Không cần đẹp đâu, ảnh hơi mờ hay cũ càng thú vị. [warm] Cầm tấm ảnh đến hỏi bố mẹ hoặc ông bà: “Hôm chụp tấm này có chuyện gì xảy ra thế ạ?”
[softly] Rồi ngồi nghe nhé. [warm] Có khi chỉ từ một tấm ảnh nhỏ thôi mà các cậu sẽ nghe được cả một câu chuyện rất dài đấy.
[excited] Buổi sau chúng mình sẽ học bài AI LÀ NGÔI SAO? [cheerful] Hẹn gặp lại các cậu trong Xưởng sáng tạo AIKID!","Mèo AKI chia sẻ  diễn hoạt bảng trắng + 1 mình, Popup Text",,,
,,,,,,,,
Bài 2.2 — Ai là ngôi sao?,,,,,,,,
1.2,1. INTRO,0:00–0:15,"Xưởng sáng tạo AKID mở cửa rồi! Xin chào các cậu, tớ là AKI, chú mèo máy thông minh nhì quả đất này. Hôm nay mình cùng đến với bài 2.2: Ai là ngôi sao? Các cậu chỉ cần lấy một tờ giấy và một cây bút thôi. Lát nữa, các cậu sẽ tự vẽ một bức tranh thật nhanh, xem ai là ngôi sao, rồi miêu tả lại cho tớ. Đơn giản đúng không?","[excited] Xưởng sáng tạo AKID mở cửa rồi! [giggles] Xin chào các cậu, tớ là AKI, chú mèo máy thông minh nhì quả đất này. [cheerful] Hôm nay mình cùng đến với bài học số 2 của chủ đề Tớ là Hoạ sĩ Ây Ai: Ai là ngôi sao?","Intro Mèo AIKI mở cửa, và  bắt đầu chia sẻ, có POP UP Text",,,
,2. TÌNH HUỐNG,0:15–0:50,"Hôm qua MIMI nhờ tớ vẽ tranh sinh nhật cho em Bống. Bạn ấy kể một hơi tận 20 thứ: bánh sinh nhật, em Bống, con mèo, bóng bay, bàn, ghế, đèn, bà, mẹ, cái đàn, cây thông... Tớ nghe xong, bấm một cái.
Ối giời. Thứ nào cũng to, thứ nào cũng rõ, thứ nào cũng chen lên phía trước. Em Bống là nhân vật quan trọng nhất thì lại bị cái bánh che gần mất nửa người. Bạn ấy hỏi: “AKI ơi, thế em đứng ở đâu trong bức tranh này ạ?”
Ừ nhỉ. Nếu thứ nào cũng muốn làm ngôi sao thì cuối cùng chẳng biết nhìn vào đâu trước.
Thế là chúng tớ làm lại. Vẫn từng ấy thứ, nhưng lần này em Bống đứng nổi bật ở giữa. Cái bánh ở phía trước nên to hơn. Bà với mẹ ở phía sau nên nhỏ hơn. Bóng bay nép sang một bên. Vừa nhìn vào là thấy em Bống ngay.
Tớ không bỏ thứ gì cả. Tớ chỉ xếp lại chỗ.","[cheerful] Hôm qua MIMI nhờ tớ vẽ tranh sinh nhật cho em Bống. [surprised] Bạn ấy kể một hơi tận 20 thứ: [deliberate] bánh sinh nhật, em Bống, con mèo, bóng bay, bàn, ghế, đèn, bà, mẹ, cái đàn, cây thông... [playful] Tớ nghe xong, bấm một cái.
[gasps] Ối giời. [dramatic] Thứ nào cũng to, thứ nào cũng rõ, thứ nào cũng chen lên phía trước. [disappointed] Em Bống là nhân vật quan trọng nhất thì lại bị cái bánh che gần mất nửa người. [confused] Bạn ấy hỏi: “AKI ơi, thế em đứng ở đâu trong bức tranh này ạ?”
[thoughtful] Ừ nhỉ. [serious] Nếu thứ nào cũng muốn làm ngôi sao thì cuối cùng chẳng biết nhìn vào đâu trước.
[determined] Thế là chúng tớ làm lại. [cheerful] Vẫn từng ấy thứ, nhưng lần này em Bống đứng nổi bật ở giữa. [deliberate] Cái bánh ở phía trước nên to hơn. Bà với mẹ ở phía sau nên nhỏ hơn. Bóng bay nép sang một bên. [proud] Vừa nhìn vào là thấy em Bống ngay.
[calm] Tớ không bỏ thứ gì cả. [emphasized] Tớ chỉ xếp lại chỗ.", Tình huống,,,
,3. XEM MẪU + DẠY 1 KỸ NĂNG,0:50–2:00,"Kỹ năng hôm nay có tên là bố cục. Nghe hơi oai, nhưng hiểu đơn giản thôi: bố cục là xếp chỗ cho mọi thứ trong tranh.
Các cậu chỉ cần nhớ ba chỗ. Phía trước là những thứ gần người xem hơn, thường trông to hơn. Ở giữa thường là chỗ của ngôi sao, tức là thứ cậu muốn mọi người nhìn thấy đầu tiên. Phía sau là những thứ ở xa hơn, thường nhỏ hơn và bớt nổi bật hơn.
Và nhớ một luật quan trọng: một bức tranh nên có một ngôi sao chính. Không có nghĩa là tranh chỉ được có một nhân vật. Cậu chỉ cần biết rõ: “Tớ muốn người xem nhìn vào ai trước?”","[cheerful] Kỹ năng hôm nay có tên là bố cục. [playful] Nghe hơi oai, nhưng hiểu đơn giản thôi: [emphasized] bố cục là xếp chỗ cho mọi thứ trong tranh.
[deliberate] Các cậu chỉ cần nhớ ba chỗ. [calm] Phía trước là những thứ gần người xem hơn, thường trông to hơn. [thoughtful] Ở giữa thường là chỗ của ngôi sao, tức là thứ cậu muốn mọi người nhìn thấy đầu tiên. [gentle] Phía sau là những thứ ở xa hơn, thường nhỏ hơn và bớt nổi bật hơn.
[serious] Và nhớ một luật quan trọng: [emphasized] một bức tranh nên có một ngôi sao chính. [calm] Không có nghĩa là tranh chỉ được có một nhân vật. [curious] Cậu chỉ cần biết rõ: “Tớ muốn người xem nhìn vào ai trước?”","Mèo AKI chia sẻ, diễn hoạt bảng trắng",,,
,4. LÀM CÙNG,2:00–4:00,"Giờ tớ làm thử nhé. Tớ vẽ nhanh ba thứ: một con mèo, một cái ghế và một cái cây. Xấu cũng được, hôm nay mình học xếp chỗ chứ không thi vẽ đẹp.
Tớ chọn con mèo làm ngôi sao, nên mèo ở giữa. Cái ghế ở phía trước. Cái cây ở phía sau.
Tớ thử miêu tả: “Một con mèo mướp ngồi ở giữa, phía sau có một cái cây.” Nhưng khi tạo ra, cái cây lại to gần bằng mèo, còn cái ghế biến mất.
À, vì tớ quên nói đến cái ghế. Còn cái cây, tớ chưa nói nó ở xa và nhỏ hơn.
Tớ sửa lại: “Ở phía trước có một chiếc ghế. Ở giữa là một con mèo mướp, đây là nhân vật chính. Ở xa phía sau có một cái cây nhỏ hơn con mèo.”
Lần này thì rõ hơn hẳn rồi.","[playful] Giờ tớ làm thử nhé. [deliberate] Tớ vẽ nhanh ba thứ: một con mèo, một cái ghế và một cái cây. [giggles] Xấu cũng được, hôm nay mình học xếp chỗ chứ không thi vẽ đẹp.
[cheerful] Tớ chọn con mèo làm ngôi sao, nên mèo ở giữa. [deliberate] Cái ghế ở phía trước. Cái cây ở phía sau.
[curious] Tớ thử miêu tả: “Một con mèo mướp ngồi ở giữa, phía sau có một cái cây.” [surprised] Nhưng khi tạo ra, cái cây lại to gần bằng mèo, còn cái ghế biến mất.
[thoughtful] À, vì tớ quên nói đến cái ghế. [calm] Còn cái cây, tớ chưa nói nó ở xa và nhỏ hơn.
[determined] Tớ sửa lại: “Ở phía trước có một chiếc ghế. Ở giữa là một con mèo mướp, đây là nhân vật chính. Ở xa phía sau có một cái cây nhỏ hơn con mèo.”
[proud] Lần này thì rõ hơn hẳn rồi.","Mèo AKI chia sẻ, diễn hoạt bảng trắng",,,
,5. THỬ THÁCH + CHỐT + OUTRO,4:00–5:30,"Bây giờ đến lượt các cậu. Lấy một tờ giấy và vẽ nhanh ba thứ mình thích. Không cần đẹp. Vẽ xong, hãy tự hỏi: Ai là ngôi sao? Cái gì ở phía trước? Cái gì ở phía sau?
Sau đó miêu tả cho tớ thật đơn giản: “Ở phía trước có... Ở giữa là... Đây là ngôi sao. Ở phía sau có...” rồi để tớ tạo lại bức tranh của cậu.
Khi tớ tạo xong, hãy đặt hai bức cạnh nhau và soi thử. Ngôi sao có đúng không? Thứ phía trước có đúng không? Thứ phía sau có chạy nhầm chỗ không? Nếu sai, đừng vội tạo lại. Hãy xem câu miêu tả của mình còn thiếu gì rồi sửa trước.
Hôm nay chỉ cần nhớ hai điều: Một bức tranh — một ngôi sao. Xếp chỗ trước, miêu tả cho tớ sau.
Trước khi tạo tranh, hãy tự hỏi ba câu: Ai là ngôi sao? Ai ở trước? Ai ở sau?
Buổi sau, chúng mình đến với Cảm xúc của Sắc màu. Cùng một cảnh thôi, nhưng tớ sẽ làm nó lúc vui, lúc buồn, lúc hơi đáng sợ chỉ bằng cách đổi ánh sáng. Tớ chờ các cậu!","[excited] Bây giờ đến lượt các cậu. [cheerful] Lấy một tờ giấy và vẽ nhanh ba thứ mình thích. [playful] Không cần đẹp. [curious] Vẽ xong, hãy tự hỏi: Ai là ngôi sao? Cái gì ở phía trước? Cái gì ở phía sau?
[deliberate] Sau đó miêu tả cho tớ thật đơn giản: “Ở phía trước có... Ở giữa là... Đây là ngôi sao. Ở phía sau có...” [encouraging] rồi để tớ tạo lại bức tranh của cậu.
[curious] Khi tớ tạo xong, hãy đặt hai bức cạnh nhau và soi thử. [deliberate] Ngôi sao có đúng không? Thứ phía trước có đúng không? Thứ phía sau có chạy nhầm chỗ không? [gentle] Nếu sai, đừng vội tạo lại. [encouraging] Hãy xem câu miêu tả của mình còn thiếu gì rồi sửa trước.
[serious] Hôm nay chỉ cần nhớ hai điều: [emphasized] Một bức tranh — một ngôi sao. [deliberate] Xếp chỗ trước, miêu tả cho tớ sau.
[curious] Trước khi tạo tranh, hãy tự hỏi ba câu: [emphasized] Ai là ngôi sao? Ai ở trước? Ai ở sau?
[excited] Buổi sau, chúng mình đến với Cảm xúc của Sắc màu. [mischievous] Cùng một cảnh thôi, nhưng tớ sẽ làm nó lúc vui, lúc buồn, lúc hơi đáng sợ chỉ bằng cách đổi ánh sáng. [warm] Tớ chờ các cậu!","Mèo AKI chia sẻ  diễn hoạt bảng trắng + 1 mình, Popup Text",,,
,,,,,,,,
Bài 2.3 — Cảm xúc của sắc màu,,,,,,,,
1.3,1. INTRO,0:00–0:15,"Xưởng sáng tạo AKID mở cửa rồi! Xin chào các cậu, tớ là AKI, chú mèo máy thông minh nhì quả đất này. Hôm nay mình đến với bài 2.3: Cảm xúc của Sắc màu. Chỉ cần đổi ánh sáng thôi, tớ có thể làm cùng một bức tranh trông vui, buồn, ấm áp hay hơi đáng sợ mà không cần đổi đồ vật nào cả.","[excited] Xưởng sáng tạo AKID mở cửa rồi! [giggles] Xin chào các cậu, tớ là AKI, chú mèo máy thông minh nhì quả đất này. [cheerful] Hôm nay mình đến với bài học số 3, của chủ đề Tớ là Hoạ sĩ Ây Ai: Cảm xúc của Sắc màu. [mischievous]","Intro Mèo AIKI mở cửa, và  bắt đầu chia sẻ, có POP UP Text",,,
,2. TÌNH HUỐNG,0:15–0:50,"Lớp MIMI đang làm một bộ phim kinh dị. MIMI nhận làm poster và nhờ tớ: “Vẽ một ngôi nhà cũ, màu xanh, đẹp, có cây.” Tớ làm đúng như thế. Kết quả là trời nắng đẹp, cây xanh, hoa nở, còn có cả một con bướm. Đến hôm chiếu phim thì có vấn đề. Bên trong là phim kinh dị, còn poster bên ngoài lại vui như quảng cáo đi chơi. MIMI quay sang trách tớ: “Tại cậu vẽ đấy!” Nhưng tớ đâu làm sai. Bạn ấy bảo “đẹp”, chứ đâu nói muốn người xem thấy sợ. MIMI đã quên mất điều quan trọng nhất: trước khi chọn màu hay ánh sáng, phải biết mình muốn người xem cảm thấy gì.","[cheerful] Lớp MIMI đang làm một bộ phim kinh dị. [curious] MIMI nhận làm poster và nhờ tớ: “Vẽ một ngôi nhà cũ, màu xanh, đẹp, có cây.” [calm] Tớ làm đúng như thế. [playful] Kết quả là trời nắng đẹp, cây xanh, hoa nở, còn có cả một con bướm. [worried] Đến hôm chiếu phim thì có vấn đề. [confused] Bên trong là phim kinh dị, còn poster bên ngoài lại vui như quảng cáo đi chơi. [disappointed] MIMI quay sang trách tớ: “Tại cậu vẽ đấy!” [sighs] Nhưng tớ đâu làm sai. Bạn ấy bảo “đẹp”, chứ đâu nói muốn người xem thấy sợ. [serious] MIMI đã quên mất điều quan trọng nhất: [emphasized] trước khi chọn màu hay ánh sáng, phải biết mình muốn người xem cảm thấy gì.", Tình huống,,,
,3. XEM MẪU + DẠY 1 KỸ NĂNG,0:50–2:00,"Các cậu nhìn cùng một cảnh nhé: một bậc cửa, đôi dép và cái quạt nan. Tớ giữ nguyên tất cả, chỉ đổi ánh sáng.
Buổi sáng, nắng vàng nhạt khiến cảnh trông nhẹ nhàng. Giữa trưa, ánh sáng mạnh và bóng đậm làm mình thấy nóng, bức bối. Chiều muộn, nắng vàng cam và bóng dài khiến cảnh hơi buồn, hơi nhớ. Đến tối, xung quanh tối đi, chỉ còn một vùng sáng nhỏ ở bậc cửa. Tự nhiên thấy hơi đáng sợ, dù chẳng có con ma nào cả.
Đó là kỹ năng hôm nay: ÁNH SÁNG TẠO CẢM XÚC. Cùng một cảnh, ánh sáng khác nhau sẽ tạo cảm giác khác nhau. Nhưng đừng chọn ánh sáng trước. Hãy hỏi: “Mình muốn người xem thấy gì?” Vui? Buồn? Nhớ? Sợ? Chọn cảm xúc xong mới chọn ánh sáng.
Câu để nhớ là: Chọn cảm xúc trước, chọn ánh sáng sau.","[curious] Các cậu nhìn cùng một cảnh nhé: một bậc cửa, đôi dép và cái quạt nan. [calm] Tớ giữ nguyên tất cả, chỉ đổi ánh sáng.
[gentle] Buổi sáng, nắng vàng nhạt khiến cảnh trông nhẹ nhàng. [serious] Giữa trưa, ánh sáng mạnh và bóng đậm làm mình thấy nóng, bức bối. [softly] Chiều muộn, nắng vàng cam và bóng dài khiến cảnh hơi buồn, hơi nhớ. [whispers] Đến tối, xung quanh tối đi, chỉ còn một vùng sáng nhỏ ở bậc cửa. [playful] Tự nhiên thấy hơi đáng sợ, dù chẳng có con ma nào cả.
[proud] Đó là kỹ năng hôm nay: [emphasized] ÁNH SÁNG TẠO CẢM XÚC. [calm] Cùng một cảnh, ánh sáng khác nhau sẽ tạo cảm giác khác nhau. [serious] Nhưng đừng chọn ánh sáng trước. [curious] Hãy hỏi: “Mình muốn người xem thấy gì?” Vui? Buồn? Nhớ? Sợ? [deliberate] Chọn cảm xúc xong mới chọn ánh sáng.
[warm] Câu để nhớ là: [emphasized] Chọn cảm xúc trước, chọn ánh sáng sau.","Mèo AKI chia sẻ, diễn hoạt bảng trắng",,,
